0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dad's being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
